seed,scenario,strategy,agent_id,tier,final_inventory,final_backlog,total_holding_cost,total_backlog_cost,total_cost,base_stock,capacity,lead_time,total_demand_received,total_orders_placed,avg_order_qty,order_variance,backlog_periods,total_demand,fulfilled_demand,agent_fill_rate
24,demand_spike,baseline,4,plant,121,0,12637.0,0.0,12637.0,121,60,2,1867,17,0.14166666666666666,0.7549305555555557,0,,,
24,demand_spike,baseline,5,plant,121,0,12734.0,0.0,12734.0,121,60,2,1771,16,0.13333333333333333,0.6488888888888891,0,,,
24,demand_spike,baseline,6,dc,32,0,6182.0,0.0,6182.0,70,0,2,3298,1867,15.558333333333334,132.97993055555554,0,,,
24,demand_spike,baseline,7,dc,49,0,6256.0,0.0,6256.0,70,0,2,3274,1771,14.758333333333333,95.84993055555555,0,,,
24,demand_spike,baseline,8,retailer,35,0,4097.0,530.0,4627.0,48,0,1,931,1445,12.041666666666666,278.08993055555555,7,931.0,931.0,1.0
24,demand_spike,baseline,9,retailer,37,0,4159.0,650.0,4809.0,48,0,1,882,1457,12.141666666666667,325.7715972222222,7,882.0,882.0,1.0
24,demand_spike,baseline,10,retailer,36,0,3944.0,1355.0,5299.0,48,0,1,949,1853,15.441666666666666,624.8632638888889,12,949.0,949.0,1.0
24,demand_spike,baseline,11,retailer,43,0,3972.0,1190.0,5162.0,48,0,1,892,1817,15.141666666666667,581.3049305555556,12,892.0,892.0,1.0
24,demand_spike,dual_only,0,supplier,147,0,17596.0,0.0,17596.0,144,50,3,17,20,0.16666666666666666,1.0888888888888886,0,,,
24,demand_spike,dual_only,1,supplier,154,0,18460.0,0.0,18460.0,144,50,3,0,10,0.08333333333333333,0.8263888888888887,0,,,
24,demand_spike,dual_only,2,supplier,147,0,17600.0,0.0,17600.0,144,50,3,16,19,0.15833333333333333,1.0832638888888886,0,,,
24,demand_spike,dual_only,3,supplier,155,0,18578.0,0.0,18578.0,144,50,3,0,11,0.09166666666666666,0.9999305555555551,0,,,
24,demand_spike,dual_only,4,plant,121,0,12637.0,0.0,12637.0,121,60,2,1867,17,0.14166666666666666,0.7549305555555557,0,,,
24,demand_spike,dual_only,5,plant,121,0,12734.0,0.0,12734.0,121,60,2,1771,16,0.13333333333333333,0.6488888888888891,0,,,
24,demand_spike,dual_only,6,dc,32,0,6182.0,0.0,6182.0,70,0,2,3298,1867,15.558333333333334,132.97993055555554,0,,,
24,demand_spike,dual_only,7,dc,49,0,6256.0,0.0,6256.0,70,0,2,3274,1771,14.758333333333333,95.84993055555555,0,,,
24,demand_spike,dual_only,8,retailer,35,0,4097.0,530.0,4627.0,48,0,1,931,1445,12.041666666666666,278.08993055555555,7,931.0,931.0,1.0
24,demand_spike,dual_only,9,retailer,37,0,4159.0,650.0,4809.0,48,0,1,882,1457,12.141666666666667,325.7715972222222,7,882.0,882.0,1.0
24,demand_spike,dual_only,10,retailer,36,0,3944.0,1355.0,5299.0,48,0,1,949,1853,15.441666666666666,624.8632638888889,12,949.0,949.0,1.0
24,demand_spike,dual_only,11,retailer,43,0,3972.0,1190.0,5162.0,48,0,1,892,1817,15.141666666666667,581.3049305555556,12,892.0,892.0,1.0
24,demand_spike,safety_only,0,supplier,190,0,22756.0,0.0,22756.0,187,50,3,17,20,0.16666666666666666,1.0888888888888886,0,,,
24,demand_spike,safety_only,1,supplier,187,0,22361.0,0.0,22361.0,187,50,3,88,18,0.15,1.0608333333333324,0,,,
24,demand_spike,safety_only,2,supplier,197,0,23620.0,0.0,23620.0,187,50,3,0,10,0.08333333333333333,0.8263888888888887,0,,,
24,demand_spike,safety_only,3,supplier,198,0,23738.0,0.0,23738.0,187,50,3,0,11,0.09166666666666666,0.9999305555555551,0,,,
24,demand_spike,safety_only,4,plant,157,0,16957.0,0.0,16957.0,157,60,2,1867,17,0.14166666666666666,0.7549305555555557,0,,,
24,demand_spike,safety_only,5,plant,157,0,16984.0,0.0,16984.0,157,60,2,1771,88,0.7333333333333333,11.962222222222225,0,,,
24,demand_spike,safety_only,6,dc,53,0,8755.0,0.0,8755.0,91,0,2,2800,1867,15.558333333333334,175.27993055555552,0,,,
24,demand_spike,safety_only,7,dc,70,0,8811.0,0.0,8811.0,91,0,2,2600,1771,14.758333333333333,172.11659722222223,0,,,
24,demand_spike,safety_only,8,retailer,49,0,5831.0,160.0,5991.0,62,0,1,931,1266,10.55,219.58083333333332,3,931.0,931.0,1.0
24,demand_spike,safety_only,9,retailer,51,0,5931.0,320.0,6251.0,62,0,1,882,1221,10.175,258.3610416666667,4,882.0,882.0,1.0
24,demand_spike,safety_only,10,retailer,50,0,5698.0,490.0,6188.0,62,0,1,949,1534,12.783333333333333,465.9530555555556,6,949.0,949.0,1.0
